Date,Description,Credit,Debit,Balance
2024-09-15,Commission Bonus,251.1,0.0,79951.33
2024-09-15,Tips,98.32,0.0,80049.65
2024-09-16,Commission Bonus,312.61,0.0,80362.26
2024-09-16,Salary,6976.37,0.0,87338.63
2024-09-16,Salary,6251.25,0.0,93589.88
2024-09-17,Retirement Contribution,0.0,434.65,93155.23
2024-09-17,Retirement Contribution,0.0,478.4,92676.83
2024-09-17,Groceries,0.0,368.91,92307.92
2024-09-18,Car Repair,0.0,619.67,91688.25
2024-09-18,Healthcare,0.0,192.63,91495.62
2024-09-20,Salary,4357.37,0.0,95852.99
2024-09-20,Gift Given,0.0,212.88,95640.11
2024-09-20,Gift Received,162.79,0.0,95802.9
2024-09-22,Dining Out,0.0,51.76,95751.14
2024-09-22,Gift Received,828.08,0.0,96579.22
2024-09-22,Shopping,0.0,441.95,96137.27
2024-09-23,Commission Bonus,447.25,0.0,96584.52
2024-09-23,Commission Bonus,622.26,0.0,97206.78
2024-09-24,Groceries,0.0,137.91,97068.87
2024-09-24,Hobby Expense,0.0,104.17,96964.7
2024-09-25,Salary,6813.15,0.0,103777.85
2024-09-25,Medical Emergency,0.0,1496.4,102281.45
2024-09-26,Commission Bonus,636.6,0.0,102918.05
2024-09-26,Legal Settlement,1331.8,0.0,104249.85
2024-09-26,Car Repair,0.0,600.54,103649.31
2024-09-26,Hobby Expense,0.0,102.99,103546.32
2024-09-27,Legal Settlement,1376.37,0.0,104922.69
2024-09-27,Subscription,0.0,15.61,104907.08
2024-09-27,Car Repair,0.0,244.09,104662.99
2024-09-27,Healthcare,0.0,93.37,104569.62
2024-09-28,Hobby Expense,0.0,103.84,104465.78
2024-09-28,FD Interest,191.58,0.0,104657.36
2024-09-29,Groceries,0.0,444.23,104213.13
2024-09-29,Retirement Contribution,0.0,261.06,103952.07
2024-09-29,Rent,0.0,1363.49,102588.58
2024-09-30,Salary,6528.8,0.0,109117.38
2024-10-01,Miscellaneous Spending,0.0,130167.85,-21050.47
2024-10-01,Home Loan,0.0,120000.0,-141050.47
2024-10-01,Salary Credit,250000.0,0.0,108949.53
2024-10-01,Groceries,0.0,424.05,108525.48
2024-10-01,Utilities,0.0,195.63,108329.85
2024-10-01,FD Interest,25000.0,0.0,133329.85
2024-10-01,Gift Received,330.82,0.0,133660.67
2024-10-01,Emergency Fund,0.0,343.66,133317.01
2024-10-01,Health Insurance,0.0,5000.0,128317.01
2024-10-01,Medical Emergency,0.0,1531.0,126786.01
